team_no,team_name,player,nationality,role,designation,t20_batting_avg,t20_bowling_avg,t20_batting_sr,t20_bowling_sr,t20_bowling_econ,ipl_batting_avg,ipl_bowling_avg,ipl_batting_sr,ipl_bowling_sr,ipl_bowling_econ
8,Punjab Kings,Yash Thakur,Indian,Bowler,,0.0,0.0,0.0,0.0,0.0,-,28.79,-,16.83,10.26
8,Punjab Kings,Praveen Dubey,Indian,Bowler,,0.0,0.0,0.0,0.0,0.0,23.0,91.0,69.7,66.0,8.27
8,Punjab Kings,Xavier Bartlett,Overseas,Bowler,,30.8,8.31,124.19,17.7,24.65,11,48.0,73.34,30.0,9.6
8,Punjab Kings,Ben Dwarshuis,Overseas,Bowler,,7.5,19.95,78.95,12.9,9.28,0,0.0,0,0.0,0
8,Punjab Kings,Lockie Ferguson,Overseas,Bowler,,3.63,16.98,80.56,14.36,7.1,22.67,31.0,147.83,20.76,8.96
9,Delhi Capitals,Axar Patel,Indian,All Rounder,Captain,19.73,22.19,138.65,18.32,7.27,21.47,30.55,130.88,25.2,7.28
9,Delhi Capitals,Prithvi Shaw,Indian,Batter,,0.0,0.0,0.0,0.0,0.0,23.95,-,147.47,-,-
9,Delhi Capitals,Pathum Nissanka,Overseas,Batter,,31.14,0.0,126.56,0.0,0.0,0,0.0,0,0.0,0
9,Delhi Capitals,David Miller,Overseas,Batter,,33.24,0.0,140.78,0.0,0.0,36.1,-,139.24,-,-
9,Delhi Capitals,Karun Nair,Indian,Batter,,0.0,0.0,0.0,0.0,0.0,23.75,-,127.75,-,-
9,Delhi Capitals,Sahil Parakh,Indian,Batter,,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0
9,Delhi Capitals,Nitish Rana,Indian,Batter,,7.5,0.0,55.56,0.0,0.0,28.34,25.2,135.04,18.0,8.4
9,Delhi Capitals,Abhishek Porel,Indian,Wicket Keeper,,,,,,,,,,,
9,Delhi Capitals,KL Rahul ,Indian,Wicket Keeper,,,,,,,,,,,
9,Delhi Capitals,Ben Duckett,Overseas,Wicket Keeper,,29.28,0.0,153.65,0.0,0.0,0,0.0,0,0.0,0
9,Delhi Capitals,Tristan Stubbs,Overseas,Wicket Keeper,,36.14,93.0,156.17,66.0,8.45,36.82,7.25,173.82,6.0,7.25
9,Delhi Capitals,Sameer Rizvi,Indian,All Rounder,,0.0,0.0,0.0,0.0,0.0,12.75,-,118.6,-,-
9,Delhi Capitals,Ashutosh Sharma,Indian,All Rounder,,0.0,0.0,0.0,0.0,0.0,27.0,-,167.26,-,-
9,Delhi Capitals,Ajay Mandal,Indian,All Rounder,,,,,,,,,,,
9,Delhi Capitals,Madhav Tiwari,Indian,All Rounder,,0.0,0.0,0.0,0.0,0.0,3,0.0,75.00,0.0,0
9,Delhi Capitals,Vipraj Nigam,Indian,Bowler,,0.0,0.0,0.0,0.0,0.0,20.29,32.36,179.75,21.27,9.13
9,Delhi Capitals,Tripurana Vijay,Indian,Bowler,,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0
9,Delhi Capitals,Mukesh Kumar,Indian,Bowler,,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0
9,Delhi Capitals,Kuldeep Yadav,Indian,Bowler,,11.75,13.13,75.81,11.76,6.7,15.25,27.45,84.72,20.07,8.21
9,Delhi Capitals,Auqib Nabi,Indian,Bowler,,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0
9,Delhi Capitals,Kyle Jamieson,Overseas,Bowler,,19.0,34.94,142.5,22.71,9.23,16.25,29.89,118.18,18.67,9.61
9,Delhi Capitals,Dushmantha Chameera,Overseas,Bowler,,6.0,26.7,87.18,19.91,8.04,10.75,48.0,153.57,31.33,9.19
9,Delhi Capitals,Lungi Ngidi,Overseas,Bowler,,8.2,21.47,77.36,14.43,8.93,-,17.92,-,12.96,8.3
9,Delhi Capitals,Mitchell Starc,Overseas,Bowler,,9.8,23.81,98.0,18.46,7.74,11.67,22.29,96.33,16.29,8.21
9,Delhi Capitals,T Natrajan,Indian,Bowler,,,,,,,,,,,
10,Lucknow Super Giants,Rishabh Pant,Indian,Wicket Keeper,Captain,23.25,0.0,127.4,0.0,0.0,35.31,-,148.93,-,-
10,Lucknow Super Giants,Nicholas Pooran,Overseas,Wicket Keeper,,26.15,0.0,136.4,0.0,0.0,32.16,-,162.29,-,-
10,Lucknow Super Giants,Josh Inglis,Overseas,Wicket Keeper,,30.28,0.0,164.42,0.0,0.0,30.89,0.0,162.58,0.0,0
10,Lucknow Super Giants,Himmat Singh,Indian,Batter,,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0
10,Lucknow Super Giants,Ayush Badoni,Indian,Batter,,0.0,0.0,0.0,0.0,0.0,24.38,18.0,134.04,12.5,8.64
10,Lucknow Super Giants,Akshat Raghuvanshi,Indian,Batter,,,,,,,,,,,
10,Lucknow Super Giants,Matthew Breetzke,Overseas,Batter,,24.78,0.0,129.43,0.0,0.0,14,0.0,116.67,0.0,0
10,Lucknow Super Giants,Aiden Markram,Overseas,Batter,,29.34,34.73,145.83,24.4,8.54,30.15,86.0,129.73,60.5,8.53
10,Lucknow Super Giants,Mukul Choudhary,Indian,Batter,,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0
10,Lucknow Super Giants,Abdul Samad,Indian,Batter,,,,,,,,,,,
10,Lucknow Super Giants,Mitchell Marsh,Overseas,All Rounder,,33.27,22.76,139.98,17.65,7.74,19.56,21.49,127.64,15.14,8.52
10,Lucknow Super Giants,Arshin Kulkarni,Indian,All Rounder,,0.0,0.0,0.0,0.0,0.0,4.5,-,112.5,-,-
10,Lucknow Super Giants,Shahbaz Ahmed,Indian,All Rounder,,0.0,20.5,0.0,16.0,7.69,19.14,39.86,121.82,25.57,9.35
10,Lucknow Super Giants,Wanindu Hasaranga,Overseas,All Rounder,,13.62,15.65,130.04,13.51,6.95,7.2,21.37,98.63,15.77,8.13
10,Lucknow Super Giants,Akash Singh,Indian,Bowler,,,,,,,,,,,
10,Lucknow Super Giants,Avesh Khan,Indian,Bowler,,13.5,27.85,135.0,18.48,9.04,20.5,26.68,164.0,18.04,8.87
10,Lucknow Super Giants,Mohammed Shami,Indian,Bowler,,3.5,28.19,70.0,18.89,8.95,5.69,26.86,93.67,19.1,8.44
10,Lucknow Super Giants,Prince Yadav,Indian,Bowler,,0.0,0.0,0.0,0.0,0.0,0,75.0,50.00,45.67,9.85
10,Lucknow Super Giants,Naman Tiwari,Indian,Bowler,,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0
10,Lucknow Super Giants,Mayank Yadav,Indian,Bowler,,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0
10,Lucknow Super Giants,Digvesh Rathi,Indian,Bowler,,,,,,,,,,,
10,Lucknow Super Giants,Arjun Tendulkar,Indian,Bowler,,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0
10,Lucknow Super Giants,Mohsin Khan,Indian,Bowler,,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0
10,Lucknow Super Giants,Manimaran Siddharth,Indian,Bowler,,0,0.0,0,0.0,0,-,71.0,-,54.0,7.89
10,Lucknow Super Giants,Anrich Nortje,Overseas,Bowler,,2.83,19.17,48.58,16.4,7.01,8.17,26.23,100.0,17.57,8.96
